"Recipient Company","Parent Company","Award Date","Award Type","Grant Amount","Face Loan Amount","Contract Amount","Awarding Agency","Program Name","Award Details","Data Source for Award","Facility Name","Facility State","Facility City","Facility Street Address","Facility Zip Code","Facility Congressional District","Facility NAICS Code","PPP Lender","Jobs Reported at Time of Application","Notes","Ownership Structure","Stock Ticker Symbol","Parent Headquarters State","Parent Headquarters Country","Parent Sector","Parent Industry","Parent Total Workforce at end of 2019","Parent Latest Workforce Size","Parent Employment-related Penalties Since 2010","Parent Federal Corporate Income Tax Rate","Parent Total Federal, State, and Local Subsidies Since 2010","Parent Government-contracting-related Penalties Since 2010","Parent Environmental / Healthcare / Safety Penalties Since 2010","Parent Consumer Protection / Financial / Competition-related Penaties Since 2010","Parent Ratio of CEO Pay to that of Median Worker","CEO Pay","Median Worker Pay","Parent TARP Loans Received During Financial Crisis","Employment Issues","Tax/Subsidy Issues","Government Contracting Issues","Environment/Safety Issues","Consumer Protection Issues","CEO Compensation Issues","POGO Link","Just Capital Link","Follow The Money Link","Violation Tracker Link","Subsidy Tracker Link"
"Mercedita","Puerto Rico Ports Authority","20210224","grant","$1,372,150","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","2nd Round Payment (CRRSA). Airport Code: PSE","https://www.faa.gov/airports/crrsaa/media/ACRGP-Allocations-20210219.pdf","","Puerto Rico","Ponce","","","","","","0","","government-owned","","Puerto Rico","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Antonio Rivera Rodriguez","Puerto Rico Ports Authority","20210224","grant","$1,020,497","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","2nd Round Payment (CRRSA). Airport Code: VQS","https://www.faa.gov/airports/crrsaa/media/ACRGP-Allocations-20210219.pdf","","Puerto Rico","Isla De Vieques","","","","","","0","","government-owned","","Puerto Rico","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Jose Aponte De La Torre","Puerto Rico Ports Authority","20210224","grant","$1,013,380","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","2nd Round Payment (CRRSA). Airport Code: RVR","https://www.faa.gov/airports/crrsaa/media/ACRGP-Allocations-20210219.pdf","","Puerto Rico","Ceiba","","","","","","0","","government-owned","","Puerto Rico","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Benjamin Rivera Noriega","Puerto Rico Ports Authority","20210224","grant","$1,012,192","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","2nd Round Payment (CRRSA). Airport Code: CPX","https://www.faa.gov/airports/crrsaa/media/ACRGP-Allocations-20210219.pdf","","Puerto Rico","Isla De Culebra","","","","","","0","","government-owned","","Puerto Rico","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Fernando Luis Ribas Dominicci","Puerto Rico Ports Authority","20210224","grant","$1,009,018","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","2nd Round Payment (CRRSA). Airport Code: SIG","https://www.faa.gov/airports/crrsaa/media/ACRGP-Allocations-20210219.pdf","","Puerto Rico","San Juan","","","","","","0","","government-owned","","Puerto Rico","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Purdue University","Purdue University","20210113","grant","$22,148,619","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Indiana","West Lafayette","","","","","","0","","non-profit","","Indiana","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Purdue University Fort Wayne","Purdue University","20210113","grant","$7,764,293","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Indiana","Fort Wayne","","","","","","0","","non-profit","","Indiana","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Purdue University Global","Purdue University","20210113","grant","$1,375,459","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Indiana","","","","","","","0","","non-profit","","Indiana","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Purdue University Northwest","Purdue University","20210113","grant","$7,681,852","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Indiana","Westville","","","","","","0","","non-profit","","Indiana","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Purdue University","Purdue University","20210514","grant","$29,821,285","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Indiana","West Lafayette","","","","","","0","OPEID: 182500","non-profit","","Indiana","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Purdue University Northwest","Purdue University","20210514","grant","$9,344,722","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Indiana","Westville","","","","","","0","OPEID: 182700","non-profit","","Indiana","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Purdue University Fort Wayne","Purdue University","20210514","grant","$9,278,905","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Indiana","Fort Wayne","","","","","","0","OPEID: 182800","non-profit","","Indiana","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Purdue University Global","Purdue University","20210514","grant","$941,107","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Indiana","","","","","","","0","OPEID: 458600","non-profit","","Indiana","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"QCIA AIRPORT SERVICES LLC","QCIA AIRPORT SERVICES LLC.","20210422","grant","$133,036","$0","$0","Treasury Department","Payroll Support Program","3rd Round Payment (PSP III)","https://home.treasury.gov/policy-issues/coronavirus/assistance-for-american-industry/payroll-support-program/psp3","","Illinois","MOLINE","","","","","","0","","privately held","","Illinois","USA","business services","aviation service providers","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"QUANTUM AVIATION SOLUTIONS INC.","Quantum Aviation Solutions Inc.","20210422","grant","$120,709","$0","$0","Treasury Department","Payroll Support Program","3rd Round Payment (PSP III)","https://home.treasury.gov/policy-issues/coronavirus/assistance-for-american-industry/payroll-support-program/psp3","","Georgia","DULUTH","","","","","","0","","privately held","","Georgia","USA","business services","aviation service providers","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Quincy College","Quincy College","20210113","grant","$4,326,893","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Massachusetts","","","","","","","0","","non-profit","","Massachusetts","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","","","","","",""
"Quincy College","Quincy College","20210514","grant","$5,313,909","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Massachusetts","","","","","","","0","OPEID: 220500","non-profit","","Massachusetts","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","","","","","",""
"Quincy University","Quincy University Corporation","20210113","grant","$1,148,211","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Illinois","","","","","","","0","","non-profit","","Illinois","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","","","","","",""
"Quincy University","Quincy University Corporation","20210514","grant","$1,478,131","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Illinois","","","","","","","0","OPEID: 174500","non-profit","","Illinois","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","","","","","",""
"RAI JETS LLC","Rai Jets LLC","20210422","grant","$164,827","$0","$0","Treasury Department","Payroll Support Program","3rd Round Payment (PSP III)","https://home.treasury.gov/policy-issues/coronavirus/assistance-for-american-industry/payroll-support-program/psp3","","Michigan","STURGIS","","","","","","0","","privately held","","Michigan","USA","airlines","passenger carriers","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Raleigh-Durham International","Raleigh-Durham Airport Authority","20210224","grant","$13,970,727","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","2nd Round Payment (CRRSA). Airport Code: RDU","https://www.faa.gov/airports/crrsaa/media/ACRGP-Allocations-20210219.pdf","","North Carolina","Raleigh/Durham","","","","","","0","","government-owned","","North Carolina","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Randolph - Macon College","Randolph - Macon College","20210113","grant","$1,027,430","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Virginia","","","","","","","0","","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","","","","","",""
"Randolph-Macon College","Randolph - Macon College","20210514","grant","$1,380,310","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Virginia","","","","","","","0","OPEID: 373300","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","","","","","",""
"Randolph College","Randolph College","20210113","grant","$652,122","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Virginia","","","","","","","0","","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","","","","","",""
